Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,706,Somalia,5412,Yield,111,Wheat,2021,kg/ha,399.5,E,Estimated value,
QCL,Crops and livestock products,706,Somalia,5312,Area harvested,111,Wheat,2022,ha,2638,I,Imputed value,
QCL,Crops and livestock products,706,Somalia,5412,Yield,111,Wheat,2022,kg/ha,400.4,E,Estimated value,
QCL,Crops and livestock products,706,Somalia,5312,Area harvested,111,Wheat,2023,ha,2642,I,Imputed value,
QCL,Crops and livestock products,706,Somalia,5412,Yield,111,Wheat,2023,kg/ha,401.3,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,115,Barley,2019,ha,131960,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,115,Barley,2019,kg/ha,2614.4,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,115,Barley,2020,ha,141690,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,115,Barley,2020,kg/ha,4149.9,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,115,Barley,2021,ha,94730,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,115,Barley,2021,kg/ha,3525.8,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,115,Barley,2022,ha,101000,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,115,Barley,2022,kg/ha,2990.1,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,115,Barley,2023,ha,107600,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,115,Barley,2023,kg/ha,3503.7,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1701,"Beans, dry",2019,ha,59300,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1701,"Beans, dry",2019,kg/ha,1119,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1701,"Beans, dry",2020,ha,50150,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1701,"Beans, dry",2020,kg/ha,1292.1,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1701,"Beans, dry",2021,ha,47390,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1701,"Beans, dry",2021,kg/ha,1217,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1701,"Beans, dry",2022,ha,42900,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1701,"Beans, dry",2022,kg/ha,1225.9,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1701,"Beans, dry",2023,ha,36650,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1701,"Beans, dry",2023,kg/ha,1371.4,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,112,Maize (corn),2019,ha,2596500,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,112,Maize (corn),2019,kg/ha,4553.9,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,112,Maize (corn),2020,ha,2908260,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,112,Maize (corn),2020,kg/ha,5447.8,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,112,Maize (corn),2021,ha,2755400,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,112,Maize (corn),2021,kg/ha,5921.1,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,112,Maize (corn),2022,ha,2623000,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,112,Maize (corn),2022,kg/ha,5897.8,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,112,Maize (corn),2023,ha,2586100,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,112,Maize (corn),2023,kg/ha,6353.2,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,113,Rice,2019,ha,1094,I,Imputed value,
QCL,Crops and livestock products,710,South Africa,5412,Yield,113,Rice,2019,kg/ha,2816.3,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,113,Rice,2020,ha,1087,I,Imputed value,
QCL,Crops and livestock products,710,South Africa,5412,Yield,113,Rice,2020,kg/ha,2832.9,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,113,Rice,2021,ha,1081,I,Imputed value,
QCL,Crops and livestock products,710,South Africa,5412,Yield,113,Rice,2021,kg/ha,2849.3,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,113,Rice,2022,ha,1073,I,Imputed value,
QCL,Crops and livestock products,710,South Africa,5412,Yield,113,Rice,2022,kg/ha,2872.2,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,113,Rice,2023,ha,1065,I,Imputed value,
QCL,Crops and livestock products,710,South Africa,5412,Yield,113,Rice,2023,kg/ha,2895.2,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1802,Sugar cane,2019,ha,275942,I,Imputed value,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1802,Sugar cane,2019,kg/ha,69732,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1802,Sugar cane,2020,ha,249250,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1802,Sugar cane,2020,kg/ha,73099.3,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1802,Sugar cane,2021,ha,239152,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1802,Sugar cane,2021,kg/ha,71916.6,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1802,Sugar cane,2022,ha,258403,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1802,Sugar cane,2022,kg/ha,69314.2,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,1802,Sugar cane,2023,ha,265225,I,Imputed value,
QCL,Crops and livestock products,710,South Africa,5412,Yield,1802,Sugar cane,2023,kg/ha,67655.8,E,Estimated value,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,111,Wheat,2019,ha,540000,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,111,Wheat,2019,kg/ha,2842.6,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,111,Wheat,2020,ha,509800,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,111,Wheat,2020,kg/ha,4158.5,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,111,Wheat,2021,ha,523500,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,111,Wheat,2021,kg/ha,4364.9,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,111,Wheat,2022,ha,566800,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,111,Wheat,2022,kg/ha,3722.7,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5312,Area harvested,111,Wheat,2023,ha,537950,A,Official figure,
QCL,Crops and livestock products,710,South Africa,5412,Yield,111,Wheat,2023,kg/ha,3810.8,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1701,"Beans, dry",2019,ha,1242,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,1701,"Beans, dry",2019,kg/ha,3145.7,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1701,"Beans, dry",2020,ha,1225,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,1701,"Beans, dry",2020,kg/ha,3110,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1701,"Beans, dry",2021,ha,1226,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,1701,"Beans, dry",2021,kg/ha,3103.2,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1701,"Beans, dry",2022,ha,1231,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,1701,"Beans, dry",2022,kg/ha,3119.8,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1701,"Beans, dry",2023,ha,1227,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,1701,"Beans, dry",2023,kg/ha,3111,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,112,Maize (corn),2019,ha,192416,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,112,Maize (corn),2019,kg/ha,880.5,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,112,Maize (corn),2020,ha,204597,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,112,Maize (corn),2020,kg/ha,884.7,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,112,Maize (corn),2021,ha,207714,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,112,Maize (corn),2021,kg/ha,844.7,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,112,Maize (corn),2022,ha,220000,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,112,Maize (corn),2022,kg/ha,996.8,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,112,Maize (corn),2023,ha,141063,I,Imputed value,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,112,Maize (corn),2023,kg/ha,999.6,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,113,Rice,2019,ha,27886,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,113,Rice,2019,kg/ha,880.5,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,113,Rice,2020,ha,29642,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,113,Rice,2020,kg/ha,885,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,113,Rice,2021,ha,30718,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,113,Rice,2021,kg/ha,847.2,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,113,Rice,2022,ha,30718,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,113,Rice,2022,kg/ha,1188.7,A,Official figure,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,113,Rice,2023,ha,30269,I,Imputed value,
QCL,Crops and livestock products,728,South Sudan,5412,Yield,113,Rice,2023,kg/ha,1090.2,E,Estimated value,
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1802,Sugar cane,2019,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1802,Sugar cane,2020,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1802,Sugar cane,2021,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1802,Sugar cane,2022,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,1802,Sugar cane,2023,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,111,Wheat,2019,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,111,Wheat,2020,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,111,Wheat,2021,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,111,Wheat,2022,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,728,South Sudan,5312,Area harvested,111,Wheat,2023,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,724,Spain,5312,Area harvested,115,Barley,2019,ha,2693510,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,115,Barley,2019,kg/ha,2875.1,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,115,Barley,2020,ha,2749040,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,115,Barley,2020,kg/ha,4170.7,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,115,Barley,2021,ha,2514560,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,115,Barley,2021,kg/ha,3688.9,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,115,Barley,2022,ha,2398000,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,115,Barley,2022,kg/ha,2931.5,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,115,Barley,2023,ha,2342260,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,115,Barley,2023,kg/ha,1604.2,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,112,Maize (corn),2019,ha,356830,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,112,Maize (corn),2019,kg/ha,11726.8,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,112,Maize (corn),2020,ha,343780,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,112,Maize (corn),2020,kg/ha,12258.1,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,112,Maize (corn),2021,ha,358270,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,112,Maize (corn),2021,kg/ha,12832.9,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,112,Maize (corn),2022,ha,314290,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,112,Maize (corn),2022,kg/ha,11423.4,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,112,Maize (corn),2023,ha,239900,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,112,Maize (corn),2023,kg/ha,11818.9,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,113,Rice,2019,ha,103370,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,113,Rice,2019,kg/ha,7533.9,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,113,Rice,2020,ha,102060,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,113,Rice,2020,kg/ha,7243.1,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,113,Rice,2021,ha,84680,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,113,Rice,2021,kg/ha,7288.4,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,113,Rice,2022,ha,56040,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,113,Rice,2022,kg/ha,6253,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,113,Rice,2023,ha,55120,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,113,Rice,2023,kg/ha,6061.3,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,111,Wheat,2019,ha,1920090,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,111,Wheat,2019,kg/ha,3146.3,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,111,Wheat,2020,ha,1914660,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,111,Wheat,2020,kg/ha,4253.2,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,111,Wheat,2021,ha,2128470,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,111,Wheat,2021,kg/ha,4023.8,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,111,Wheat,2022,ha,2172700,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,111,Wheat,2022,kg/ha,2995.7,A,Official figure,
QCL,Crops and livestock products,724,Spain,5312,Area harvested,111,Wheat,2023,ha,1957760,A,Official figure,
QCL,Crops and livestock products,724,Spain,5412,Yield,111,Wheat,2023,kg/ha,2068.3,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1701,"Beans, dry",2019,ha,5851,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1701,"Beans, dry",2019,kg/ha,1109.8,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1701,"Beans, dry",2020,ha,5842,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1701,"Beans, dry",2020,kg/ha,1111,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1701,"Beans, dry",2021,ha,5845,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1701,"Beans, dry",2021,kg/ha,1111.2,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1701,"Beans, dry",2022,ha,5846,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1701,"Beans, dry",2022,kg/ha,1110.7,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1701,"Beans, dry",2023,ha,5845,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1701,"Beans, dry",2023,kg/ha,1111,E,Estimated value,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,112,Maize (corn),2019,ha,63449,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,112,Maize (corn),2019,kg/ha,3871.5,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,112,Maize (corn),2020,ha,78249,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,112,Maize (corn),2020,kg/ha,4006.7,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,112,Maize (corn),2021,ha,106757,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,112,Maize (corn),2021,kg/ha,4425.4,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,112,Maize (corn),2022,ha,84158,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,112,Maize (corn),2022,kg/ha,3078,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,112,Maize (corn),2023,ha,75982,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,112,Maize (corn),2023,kg/ha,2911.9,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,113,Rice,2019,ha,957596,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,113,Rice,2019,kg/ha,4795.4,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,113,Rice,2020,ha,1066403,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,113,Rice,2020,kg/ha,4802.1,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,113,Rice,2021,ha,1126605,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,113,Rice,2021,kg/ha,4570.9,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,113,Rice,2022,ha,1114246,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,113,Rice,2022,kg/ha,3045,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,113,Rice,2023,ha,1162805,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,113,Rice,2023,kg/ha,3881.5,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1802,Sugar cane,2019,ha,12960,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1802,Sugar cane,2019,kg/ha,50389.4,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1802,Sugar cane,2020,ha,14428,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1802,Sugar cane,2020,kg/ha,59265,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1802,Sugar cane,2021,ha,14361,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1802,Sugar cane,2021,kg/ha,57484.9,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1802,Sugar cane,2022,ha,15377,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1802,Sugar cane,2022,kg/ha,57011.1,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5312,Area harvested,1802,Sugar cane,2023,ha,15896,A,Official figure,
QCL,Crops and livestock products,144,Sri Lanka,5412,Yield,1802,Sugar cane,2023,kg/ha,50682,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,115,Barley,2019,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,115,Barley,2020,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,115,Barley,2021,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,115,Barley,2022,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,115,Barley,2023,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1701,"Beans, dry",2019,ha,3531,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1701,"Beans, dry",2019,kg/ha,3624.5,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1701,"Beans, dry",2020,ha,3568,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1701,"Beans, dry",2020,kg/ha,3529,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1701,"Beans, dry",2021,ha,3568,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1701,"Beans, dry",2021,kg/ha,3545.4,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1701,"Beans, dry",2022,ha,3578,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1701,"Beans, dry",2022,kg/ha,3544,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1701,"Beans, dry",2023,ha,3588,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1701,"Beans, dry",2023,kg/ha,3523.6,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,112,Maize (corn),2019,ha,24360,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,112,Maize (corn),2019,kg/ha,1026.3,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,112,Maize (corn),2020,ha,19355,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,112,Maize (corn),2020,kg/ha,702,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,112,Maize (corn),2021,ha,25205,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,112,Maize (corn),2021,kg/ha,931.2,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,112,Maize (corn),2022,ha,23869,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,112,Maize (corn),2022,kg/ha,1010.7,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,112,Maize (corn),2023,ha,23267,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,112,Maize (corn),2023,kg/ha,1000.3,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,113,Rice,2019,ha,11540,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,113,Rice,2019,kg/ha,4159.4,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,113,Rice,2020,ha,11713,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,113,Rice,2020,kg/ha,4371.4,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,113,Rice,2021,ha,7947,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,113,Rice,2021,kg/ha,4404.4,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,113,Rice,2022,ha,6372,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,113,Rice,2022,kg/ha,4394.1,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,113,Rice,2023,ha,4982,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,113,Rice,2023,kg/ha,4391.6,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1802,Sugar cane,2019,ha,71100,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1802,Sugar cane,2019,kg/ha,76638.5,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1802,Sugar cane,2020,ha,69440,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1802,Sugar cane,2020,kg/ha,73970.7,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1802,Sugar cane,2021,ha,59137,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1802,Sugar cane,2021,kg/ha,72712.5,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1802,Sugar cane,2022,ha,62138,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1802,Sugar cane,2022,kg/ha,71635.8,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,1802,Sugar cane,2023,ha,62908,I,Imputed value,
QCL,Crops and livestock products,729,Sudan,5412,Yield,1802,Sugar cane,2023,kg/ha,69521.8,E,Estimated value,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,111,Wheat,2019,ha,303660,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,111,Wheat,2019,kg/ha,2390.8,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,111,Wheat,2020,ha,321444,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5412,Yield,111,Wheat,2020,kg/ha,2232.4,A,Official figure,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,111,Wheat,2021,ha,260000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,729,Sudan,5412,Yield,111,Wheat,2021,kg/ha,2315.4,X,Figure from international organizations,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,111,Wheat,2022,ha,280000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,729,Sudan,5412,Yield,111,Wheat,2022,kg/ha,1700,X,Figure from international organizations,
QCL,Crops and livestock products,729,Sudan,5312,Area harvested,111,Wheat,2023,ha,280000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,729,Sudan,5412,Yield,111,Wheat,2023,kg/ha,1350,X,Figure from international organizations,
QCL,Crops and livestock products,740,Suriname,5312,Area harvested,112,Maize (corn),2019,ha,54,A,Official figure,
QCL,Crops and livestock products,740,Suriname,5412,Yield,112,Maize (corn),2019,kg/ha,2629.6,A,Official figure,
QCL,Crops and livestock products,740,Suriname,5312,Area harvested,112,Maize (corn),2020,ha,15,A,Official figure,
